"sales_key","date_key","customer_key","movie_key","store_key","sales_amount"
11741,70317,473,395,2,"0.99"
13984,70320,473,471,2,"4.99"
14202,70321,473,434,2,"0.99"
14550,70321,473,618,2,"0.99"
14658,70321,473,320,2,"4.99"
14757,70321,473,255,1,"4.99"
15118,70322,473,451,1,"4.99"
15400,70322,473,585,2,"2.99"
16024,70323,473,639,2,"4.99"
10376,70301,474,912,2,"5.99"
11117,70302,474,352,2,"0.99"
11489,70302,474,658,2,"2.99"
11537,70316,474,43,1,"2.99"
12083,70317,474,433,1,"2.99"
12236,70318,474,265,1,"4.99"
12440,70318,474,610,1,"0.99"
12597,70318,474,833,2,"2.99"
12702,70318,474,410,2,"4.99"
14728,70321,474,586,2,"0.99"
15046,70322,474,336,1,"4.99"
15558,70323,474,139,1,"6.99"
10357,70301,475,681,2,"0.99"
10633,70301,475,687,1,"3.99"
11293,70302,475,331,1,"5.99"
11770,70317,475,627,2,"4.99"
14303,70321,475,220,2,"2.99"
15097,70322,475,623,1,"1.99"
15288,70322,475,435,1,"4.99"
10346,70301,476,912,2,"4.99"
10617,70301,476,946,2,"9.99"
10826,70301,476,272,1,"6.99"
12616,70318,476,648,1,"4.99"
12709,70318,476,848,1,"5.99"
15413,70322,476,547,2,"0.99"
10500,70301,477,103,2,"4.99"
10912,70302,477,160,1,"0.99"
12420,70318,477,100,1,"4.99"
13002,70319,477,850,2,"0.99"
14552,70321,477,434,1,"3.99"
15091,70322,477,453,2,"2.99"
15929,70323,477,397,2,"2.99"
11906,70317,478,72,2,"2.99"
13162,70319,478,402,1,"2.99"
13507,70320,478,731,2,"4.99"
15027,70322,478,73,1,"4.99"
15188,70322,478,26,1,"4.99"
15724,70323,478,229,2,"4.99"
10303,70301,479,207,1,"4.99"
11109,70302,479,589,2,"4.99"
11584,70317,479,852,2,"1.99"
11835,70317,479,614,1,"4.99"
12401,70318,479,940,1,"0.99"
13078,70319,479,893,1,"8.99"
13974,70320,479,416,1,"2.99"
10808,70301,480,130,2,"1.99"
11017,70302,480,899,1,"0.99"
11369,70302,480,544,1,"5.99"
12905,70319,480,233,1,"4.99"
13092,70319,480,951,1,"0.99"
13131,70319,480,321,1,"9.99"
13831,70320,480,123,2,"4.99"
15363,70322,480,505,2,"2.99"
15579,70323,480,869,1,"4.99"
11207,70302,481,976,2,"0.99"
11387,70302,481,546,2,"2.99"
11752,70317,481,398,2,"4.99"
11885,70317,481,857,2,"4.99"
12160,70317,481,293,2,"2.99"
12981,70319,481,856,2,"4.99"
13497,70320,481,286,1,"2.99"
13878,70320,481,10,1,"4.99"
13990,70320,481,491,2,"1.99"
14280,70321,481,342,1,"4.99"
14584,70321,481,574,1,"0.99"
10824,70301,482,861,2,"4.99"
10839,70301,482,628,2,"2.99"
11498,70316,482,109,1,"6.99"
13174,70319,482,500,2,"4.99"
14383,70321,482,422,2,"4.99"
14732,70321,482,416,2,"0.99"
14891,70322,482,65,2,"6.99"
14995,70322,482,908,2,"4.99"
15391,70322,482,855,2,"0.99"
15849,70323,482,889,1,"5.99"
15865,70323,482,442,1,"2.99"
15879,70323,482,53,1,"3.99"
10677,70301,483,948,2,"0.99"
10953,70302,483,330,1,"6.99"
12331,70318,483,997,1,"3.99"
12695,70318,483,99,1,"2.99"
12875,70319,483,373,1,"2.99"
11871,70317,484,661,1,"4.99"
12024,70317,484,524,2,"0.99"
12771,70318,484,676,2,"4.99"
12993,70319,484,918,2,"7.99"
13160,70319,484,90,2,"0.99"
13956,70320,484,822,2,"3.99"
15607,70323,484,895,2,"2.99"
16026,70323,484,103,1,"4.99"
10771,70301,485,282,1,"4.99"
10772,70301,485,26,2,"6.99"
11188,70302,485,302,1,"3.99"
11921,70317,485,110,1,"4.99"
11974,70317,485,351,2,"2.99"
12261,70318,485,888,1,"8.99"
12487,70318,485,560,1,"0.99"
13055,70319,485,783,1,"2.99"
10902,70302,486,845,2,"4.99"
12465,70318,486,377,2,"0.99"
12609,70318,486,505,2,"2.99"
13048,70319,486,231,1,"4.99"
13803,70320,486,242,1,"0.99"
14251,70321,486,28,1,"4.99"
14284,70321,486,138,1,"4.99"
10511,70301,487,847,2,"2.99"
10555,70301,487,83,2,"6.99"
10832,70301,487,892,1,"6.99"
10877,70301,487,734,1,"5.99"
10978,70302,487,350,1,"9.99"
11669,70317,487,708,1,"5.99"
11890,70317,487,664,1,"5.99"
12493,70318,487,665,1,"7.99"
13210,70319,487,611,2,"4.99"
13658,70320,487,838,2,"7.99"
15665,70323,487,760,2,"2.99"
10474,70301,488,979,2,"5.99"
10767,70301,488,630,2,"0.99"
11774,70317,488,366,2,"3.99"
12483,70318,488,392,1,"5.99"
13446,70319,488,708,2,"4.99"
14948,70322,488,640,2,"5.99"
15259,70322,488,717,2,"0.99"
15350,70322,488,259,1,"2.99"
15499,70323,488,137,2,"2.99"
11119,70302,489,938,1,"9.99"
11705,70317,489,922,2,"4.99"
12496,70318,489,100,2,"6.99"
12701,70318,489,508,2,"6.99"
13462,70319,489,845,2,"4.99"
14095,70320,489,340,1,"5.99"
14328,70321,489,702,1,"2.99"
14424,70321,489,556,2,"6.99"
15205,70322,489,722,1,"0.99"
15981,70323,489,628,2,"4.99"
10786,70301,490,10,2,"7.99"
10955,70302,490,134,2,"7.99"
11965,70317,490,43,2,"2.99"
14557,70321,490,107,2,"4.99"
14761,70321,490,583,1,"6.99"
15276,70322,490,987,2,"2.99"
15448,70322,490,638,1,"2.99"
10974,70302,491,151,1,"6.99"
11048,70302,491,45,2,"4.99"
11590,70317,491,786,2,"0.99"
11840,70317,491,396,2,"4.99"
13607,70320,491,590,2,"2.99"
14780,70321,491,696,2,"0.99"
15685,70323,491,81,1,"5.99"
12971,70319,492,767,2,"4.99"
14255,70321,492,687,1,"2.99"
15822,70323,492,787,1,"0.99"
15958,70323,492,905,1,"4.99"
10777,70301,493,764,1,"6.99"
10885,70301,493,918,2,"7.99"
13638,70320,493,716,2,"2.99"
13675,70320,493,77,2,"6.99"
14117,70320,493,124,2,"4.99"
15177,70322,493,183,2,"4.99"
15355,70322,493,762,2,"0.99"
15490,70323,493,856,1,"6.99"
15878,70323,493,349,1,"2.99"
10403,70301,494,429,2,"0.99"
10623,70301,494,967,2,"2.99"
11152,70302,494,849,2,"3.99"
11987,70317,494,323,2,"5.99"
13094,70319,494,697,2,"0.99"
13301,70319,494,489,1,"3.99"
14634,70321,494,109,1,"5.99"
14832,70322,494,397,1,"4.99"
15086,70322,494,59,1,"6.99"
15156,70322,494,260,2,"9.99"
15291,70322,494,320,1,"4.99"
10643,70301,495,843,2,"5.99"
10783,70301,495,266,1,"4.99"
12782,70318,495,319,1,"5.99"
12837,70319,495,496,1,"0.99"
13205,70319,495,574,1,"3.99"
13445,70319,495,356,1,"2.99"
13818,70320,495,284,1,"4.99"
15984,70323,495,437,2,"2.99"
11060,70302,496,745,1,"7.99"
11448,70302,496,263,2,"4.99"
11893,70317,496,504,1,"3.99"
12605,70318,496,300,1,"4.99"
13569,70320,496,420,2,"5.99"
14013,70320,496,859,1,"6.99"
14332,70321,496,304,2,"7.99"
14348,70321,496,196,1,"0.99"
15750,70323,496,977,2,"2.99"
10760,70301,497,289,1,"7.99"
12123,70317,497,79,2,"0.99"
13159,70319,497,500,2,"4.99"
13289,70319,497,772,1,"2.99"
14134,70321,497,467,1,"0.99"
15362,70322,497,229,1,"5.99"
15633,70323,497,194,1,"0.99"
15919,70323,497,379,2,"0.99"
10225,70301,498,688,2,"0.99"
11455,70302,498,436,1,"6.99"
12893,70319,498,37,1,"2.99"
10333,70301,499,862,2,"0.99"
10497,70301,499,235,2,"2.99"
11513,70316,499,977,2,"7.99"
11606,70317,499,899,1,"0.99"
11978,70317,499,957,1,"4.99"
12004,70317,499,590,2,"8.99"
12354,70318,499,640,2,"7.99"
12436,70318,499,823,1,"3.99"
12587,70318,499,677,2,"1.99"
12947,70319,499,207,1,"4.99"
13822,70320,499,175,2,"3.99"
14858,70322,499,80,1,"3.99"
15587,70323,499,551,2,"7.99"
10947,70302,500,551,2,"6.99"
11218,70302,500,249,2,"1.99"
12639,70318,500,122,1,"2.99"
12813,70318,500,723,2,"2.99"
13628,70320,500,226,1,"4.99"
14407,70321,500,525,1,"0.99"
14964,70322,500,500,2,"4.99"
15584,70323,500,772,1,"2.99"
15853,70323,500,50,2,"2.99"
10817,70301,501,672,1,"4.99"
11393,70302,501,231,2,"4.99"
11640,70317,501,374,2,"1.99"
11799,70317,501,8,2,"6.99"
12914,70319,501,961,1,"4.99"
13889,70320,501,963,2,"0.99"
15239,70322,501,392,2,"4.99"
15699,70323,501,902,1,"5.99"
10390,70301,502,326,2,"4.99"
10938,70302,502,855,2,"0.99"
11036,70302,502,446,1,"4.99"
11301,70302,502,147,2,"0.99"
11317,70302,502,412,1,"4.99"
11435,70302,502,355,2,"0.99"
11620,70317,502,833,1,"0.99"
12762,70318,502,853,1,"4.99"
13052,70319,502,666,1,"9.99"
14411,70321,502,460,2,"4.99"
15486,70323,502,363,2,"3.99"
16034,70323,502,142,1,"3.99"
11075,70302,503,664,2,"2.99"
11161,70302,503,730,2,"1.99"
11858,70317,503,763,2,"4.99"
12370,70318,503,735,1,"2.99"
12783,70318,503,246,2,"4.99"
13332,70319,503,690,2,"2.99"
13551,70320,503,234,1,"2.99"
14823,70321,503,149,1,"0.99"
14913,70322,503,789,1,"2.99"
15056,70322,503,408,2,"4.99"
15077,70322,503,690,1,"2.99"
15588,70323,503,393,1,"3.99"
15692,70323,503,403,1,"4.99"
15726,70323,503,201,1,"2.99"
15797,70323,503,111,2,"0.99"
10397,70301,504,906,2,"0.99"
10509,70301,504,19,1,"3.99"
11569,70316,504,569,1,"2.99"
12769,70318,504,206,1,"1.99"
13166,70319,504,958,1,"2.99"
13206,70319,504,542,2,"2.99"
13387,70319,504,24,1,"2.99"
13859,70320,504,957,1,"5.99"
15018,70322,504,86,2,"4.99"
15166,70322,504,334,2,"6.99"
15723,70323,504,854,2,"8.99"
16022,70323,504,643,2,"4.99"
10896,70301,505,494,1,"2.99"
11163,70302,505,418,1,"0.99"
11907,70317,505,857,1,"2.99"
13612,70320,505,147,2,"3.99"
14398,70321,505,78,2,"2.99"
14802,70321,505,154,2,"2.99"
15436,70322,505,334,1,"4.99"
10477,70301,506,53,1,"2.99"
10873,70301,506,37,1,"4.99"
11238,70302,506,594,1,"0.99"
11781,70317,506,403,2,"4.99"
12994,70319,506,834,2,"0.99"
13073,70319,506,188,1,"2.99"
13767,70320,506,601,1,"0.99"
14074,70320,506,287,2,"1.99"
14337,70321,506,772,2,"2.99"
14395,70321,506,137,2,"6.99"
15022,70322,506,56,1,"5.99"
15572,70323,506,618,2,"1.99"
15694,70323,506,662,2,"9.99"
12071,70317,507,409,1,"6.99"
12275,70318,507,322,2,"4.99"
12343,70318,507,99,2,"4.99"
14625,70321,507,584,1,"4.99"
15394,70322,507,757,2,"2.99"
10746,70301,508,69,1,"8.99"
11365,70302,508,254,2,"2.99"
11447,70302,508,846,1,"6.99"
13095,70319,508,115,1,"6.99"
13201,70319,508,22,1,"2.99"
15010,70322,508,37,2,"6.99"
15195,70322,508,241,1,"4.99"
10988,70302,509,255,2,"5.99"
11814,70317,509,759,2,"6.99"
12109,70317,509,311,2,"4.99"
14045,70320,509,661,1,"4.99"
14994,70322,509,350,2,"5.99"
15965,70323,509,756,2,"2.99"
10265,70301,510,734,1,"7.99"
11996,70317,510,596,2,"4.99"
12317,70318,510,18,2,"0.99"
12406,70318,510,952,1,"2.99"
15065,70322,510,103,1,"4.99"
10231,70301,511,235,1,"2.99"
10429,70301,511,850,2,"2.99"
12110,70317,511,654,2,"6.99"
12920,70319,511,553,2,"4.99"
14213,70321,511,84,1,"4.99"
14302,70321,511,284,2,"6.99"
15172,70322,511,515,2,"4.99"
10232,70301,512,127,2,"4.99"
10670,70301,512,34,2,"3.99"
11818,70317,512,48,1,"9.99"
12957,70319,512,480,1,"8.99"
13156,70319,512,167,2,"4.99"
13771,70320,512,493,2,"0.99"
14288,70321,512,127,2,"4.99"
14870,70322,512,468,2,"2.99"
15153,70322,512,234,1,"2.99"
15265,70322,512,382,2,"3.99"
15317,70322,512,505,2,"3.99"
15733,70323,512,911,2,"4.99"
15990,70323,512,710,1,"4.99"
11081,70302,513,833,2,"2.99"
11165,70302,513,447,1,"2.99"
11407,70302,513,753,2,"3.99"
11755,70317,513,758,2,"3.99"
12559,70318,513,8,2,"5.99"
12784,70318,513,99,1,"2.99"
12807,70318,513,504,2,"4.99"
13596,70320,513,106,1,"5.99"
13690,70320,513,814,1,"4.99"
14844,70322,513,30,1,"7.99"
14875,70322,513,854,2,"4.99"
15035,70322,513,75,2,"4.99"
15289,70322,513,229,2,"6.99"
15545,70323,513,184,2,"5.99"
11675,70317,514,292,2,"1.99"
12067,70317,514,438,1,"4.99"
12293,70318,514,133,2,"4.99"
12302,70318,514,167,1,"4.99"
12578,70318,514,206,2,"0.99"
12752,70318,514,786,1,"2.99"
13344,70319,514,960,2,"3.99"
14052,70320,514,850,2,"0.99"
14386,70321,514,746,1,"1.99"
15451,70322,514,51,2,"2.99"
15776,70323,514,9,1,"5.99"
10716,70301,515,746,2,"0.99"
11451,70302,515,169,2,"3.99"
11572,70317,515,768,2,"4.99"
11691,70317,515,555,2,"3.99"
11937,70317,515,643,2,"6.99"
12416,70318,515,828,2,"2.99"
12486,70318,515,655,2,"8.99"
12889,70319,515,956,1,"5.99"
14072,70320,515,521,1,"4.99"
14378,70321,515,176,2,"3.99"
14414,70321,515,382,1,"0.99"
15274,70322,515,771,1,"4.99"
11926,70317,516,457,2,"0.99"
11939,70317,516,727,2,"1.99"
12535,70318,516,646,2,"1.99"
13276,70319,516,135,2,"8.99"
14932,70322,516,488,2,"0.99"
15526,70323,516,635,2,"0.99"
15701,70323,516,646,1,"0.99"
10358,70301,517,666,2,"4.99"
10433,70301,517,330,1,"4.99"
11684,70317,517,930,2,"3.99"
12705,70318,517,509,2,"0.99"
13396,70319,517,906,2,"0.99"
14190,70321,517,914,2,"4.99"
15559,70323,517,385,1,"5.99"
10751,70301,518,716,2,"5.99"
11433,70302,518,1,1,"3.99"
12450,70318,518,754,2,"2.99"
12681,70318,518,345,1,"2.99"
13065,70319,518,411,1,"4.99"
13539,70320,518,683,1,"6.99"
14088,70320,518,263,2,"6.99"
14149,70321,518,739,2,"4.99"
14980,70322,518,593,2,"0.99"
15434,70322,518,956,1,"4.99"
10697,70301,519,684,2,"4.99"
12648,70318,519,775,1,"7.99"
12924,70319,519,833,2,"2.99"
13647,70320,519,720,2,"7.99"
14182,70321,519,528,1,"2.99"
15347,70322,519,823,2,"2.99"
10530,70301,520,706,2,"4.99"
11566,70316,520,875,2,"0.99"
12517,70318,520,638,2,"4.99"
12628,70318,520,705,1,"5.99"
12647,70318,520,72,1,"5.99"
13311,70319,520,850,1,"0.99"
13438,70319,520,380,2,"2.99"
13659,70320,520,789,1,"2.99"
13746,70320,520,818,2,"5.99"
14372,70321,520,426,2,"4.99"
14509,70321,520,118,1,"0.99"
15465,70322,520,79,2,"0.99"
15492,70323,520,286,2,"2.99"
15948,70323,520,95,2,"7.99"
10587,70301,521,658,2,"2.99"
11625,70317,521,155,2,"2.99"
11967,70317,521,254,2,"3.99"
12082,70317,521,753,2,"4.99"
12530,70318,521,234,2,"4.99"
13527,70320,521,967,1,"2.99"
14423,70321,521,630,2,"0.99"
14551,70321,521,110,1,"3.99"
14738,70321,521,730,1,"5.99"
15170,70322,521,460,1,"4.99"
15329,70322,521,414,1,"2.99"
10411,70301,522,424,1,"3.99"
10675,70301,522,141,1,"7.99"
10821,70301,522,438,2,"5.99"
11696,70317,522,835,2,"2.99"
11830,70317,522,812,2,"1.99"
12494,70318,522,842,1,"6.99"
13605,70320,522,972,1,"6.99"
14467,70321,522,328,2,"2.99"
15921,70323,522,50,1,"6.99"
10470,70301,523,17,1,"1.99"
11827,70317,523,673,2,"4.99"
12288,70318,523,962,1,"2.99"
13133,70319,523,357,2,"2.99"
14766,70321,523,167,2,"4.99"
15040,70322,523,705,1,"2.99"
13626,70320,524,130,1,"2.99"
14046,70320,524,512,1,"4.99"
14178,70321,524,471,1,"2.99"
14366,70321,524,873,2,"2.99"
14680,70321,524,976,2,"1.99"
15206,70322,524,851,2,"6.99"
10496,70301,525,91,1,"2.99"
11406,70302,525,550,1,"2.99"
11660,70317,525,890,1,"1.99"
15159,70322,525,949,1,"0.99"
15623,70323,525,658,2,"3.99"
11046,70302,526,456,2,"4.99"
11503,70316,526,327,2,"10.99"
11612,70317,526,83,1,"2.99"
11702,70317,526,724,1,"4.99"
12607,70318,526,461,2,"0.99"
13224,70319,526,678,1,"8.99"
13580,70320,526,966,2,"0.99"
13617,70320,526,884,2,"8.99"
14487,70321,526,564,2,"6.99"
14590,70321,526,578,1,"7.99"
15168,70322,526,707,1,"2.99"
15395,70322,526,631,2,"4.99"
16043,70323,526,846,1,"9.99"
10486,70301,527,536,1,"3.99"
10613,70301,527,949,2,"0.99"
11013,70302,527,656,2,"5.99"
11150,70302,527,474,2,"2.99"
11624,70317,527,132,1,"0.99"
12136,70317,527,859,2,"7.99"
12513,70318,527,6,2,"6.99"
14352,70321,527,271,2,"6.99"
15144,70322,527,121,2,"2.99"
15552,70323,527,948,1,"3.99"
10673,70301,528,600,1,"0.99"
10880,70301,528,99,2,"2.99"
12818,70318,528,675,1,"3.99"
13518,70320,528,78,1,"2.99"
13600,70320,528,95,2,"7.99"
14148,70321,528,351,1,"2.99"
15880,70323,528,556,2,"6.99"
10361,70301,529,71,2,"10.99"
11862,70317,529,572,1,"2.99"
12356,70318,529,110,1,"2.99"
12622,70318,529,62,2,"3.99"
13011,70319,529,435,1,"4.99"
13132,70319,529,380,1,"3.99"
13797,70320,529,626,2,"2.99"
13946,70320,529,778,2,"9.99"
14449,70321,529,141,2,"4.99"
14764,70321,529,281,2,"0.99"
14970,70322,529,117,2,"5.99"
15305,70322,529,146,1,"2.99"
10504,70301,530,735,1,"4.99"
11326,70302,530,382,2,"0.99"
12220,70318,530,219,1,"4.99"
12387,70318,530,788,1,"2.99"
12649,70318,530,703,2,"4.99"
13998,70320,530,858,2,"5.99"
14707,70321,530,641,1,"5.99"
15066,70322,530,595,2,"0.99"
10920,70302,531,682,1,"4.99"
10941,70302,531,461,2,"5.99"
11026,70302,531,777,1,"4.99"
11265,70302,531,846,2,"10.99"
11666,70317,531,56,1,"2.99"
12923,70319,531,305,1,"2.99"
13300,70319,531,184,2,"8.99"
15360,70322,531,424,2,"0.99"
10286,70301,532,111,2,"6.99"
10712,70301,532,265,1,"5.99"
10945,70302,532,806,1,"5.99"
11251,70302,532,471,2,"2.99"
11318,70302,532,521,1,"4.99"
12061,70317,532,30,1,"3.99"
12295,70318,532,361,1,"5.99"
13038,70319,532,481,2,"4.99"
13192,70319,532,215,2,"8.99"
13254,70319,532,748,1,"4.99"
13908,70320,532,800,1,"4.99"
15180,70322,532,52,2,"0.99"
15414,70322,532,157,2,"1.99"
16014,70323,532,730,2,"5.99"
10380,70301,533,481,2,"2.99"
10614,70301,533,51,2,"6.99"
11524,70316,533,71,2,"7.99"
11758,70317,533,2,2,"8.99"
11918,70317,533,468,2,"2.99"
12602,70318,533,436,1,"0.99"
12655,70318,533,189,2,"6.99"
14263,70321,533,570,2,"7.99"
14800,70321,533,777,1,"4.99"
16006,70323,533,54,2,"0.99"
10465,70301,534,958,1,"5.99"
10725,70301,534,980,1,"6.99"
10796,70301,534,458,1,"0.99"
11180,70302,534,793,1,"5.99"
12305,70318,534,975,2,"2.99"
12691,70318,534,819,1,"5.99"
12798,70318,534,922,2,"4.99"
13294,70319,534,34,2,"0.99"
14816,70321,534,890,2,"1.99"
10322,70301,535,338,2,"5.99"
10353,70301,535,317,1,"3.99"
11736,70317,535,917,1,"8.99"
11855,70317,535,236,2,"7.99"
12168,70317,535,626,2,"2.99"
12233,70318,535,39,1,"0.99"
12673,70318,535,914,2,"4.99"
12732,70318,535,728,1,"0.99"
12750,70318,535,813,2,"1.99"
13631,70320,535,227,2,"4.99"
13852,70320,535,17,2,"0.99"
14522,70321,535,456,1,"4.99"
15075,70322,535,421,2,"5.99"
15287,70322,535,69,2,"6.99"
16017,70323,535,143,2,"0.99"
11473,70302,536,135,1,"6.99"
11826,70317,536,399,2,"2.99"
11977,70317,536,334,2,"4.99"
12052,70317,536,20,1,"8.99"
13505,70320,536,203,2,"4.99"
15130,70322,536,518,2,"7.99"
15978,70323,536,971,1,"8.99"
15979,70323,536,816,1,"0.99"
12984,70319,537,915,2,"4.99"
13885,70320,537,702,1,"4.99"
14010,70320,537,207,1,"4.99"
14506,70321,537,981,2,"0.99"
14670,70321,537,942,1,"0.99"
15149,70322,537,672,2,"2.99"
15832,70323,537,321,1,"8.99"
10701,70301,538,863,1,"3.99"
10732,70301,538,617,1,"5.99"
10962,70302,538,426,2,"4.99"
12089,70317,538,141,1,"5.99"
13544,70320,538,11,2,"1.99"
13770,70320,538,222,2,"4.99"
14572,70321,538,306,1,"2.99"
14591,70321,538,747,2,"0.99"
15343,70322,538,568,2,"6.99"
10922,70302,539,987,1,"3.99"
12848,70319,539,621,2,"2.99"
13615,70320,539,406,2,"2.99"
13778,70320,539,521,1,"5.99"
15356,70322,539,984,1,"2.99"
10924,70302,540,129,1,"8.99"
11198,70302,540,638,2,"3.99"
11324,70302,540,637,2,"4.99"
11432,70302,540,214,2,"6.99"
12058,70317,540,532,2,"8.99"
12201,70318,540,804,2,"4.99"
12300,70318,540,706,2,"6.99"
14910,70322,540,281,1,"0.99"
15079,70322,540,993,2,"2.99"
15953,70323,540,815,1,"3.99"
10306,70301,541,619,2,"5.99"
11273,70302,541,743,1,"0.99"
12306,70318,541,843,2,"4.99"
12395,70318,541,439,1,"4.99"
12894,70319,541,1000,2,"7.99"
13239,70319,541,725,2,"4.99"
13640,70320,541,751,2,"0.99"
14938,70322,541,90,2,"6.99"
15071,70322,541,91,2,"4.99"
15141,70322,541,51,1,"3.99"
15223,70322,541,489,1,"1.99"
15421,70322,541,1,1,"0.99"
15924,70323,541,247,1,"1.99"
10280,70301,542,319,2,"4.99"
11583,70317,542,26,2,"0.99"
11903,70317,542,266,2,"2.99"
12819,70318,542,247,2,"0.99"
13447,70319,542,64,2,"0.99"
14982,70322,542,506,2,"9.99"
10257,70301,543,525,1,"0.99"
10520,70301,543,961,1,"4.99"
11241,70302,543,798,2,"9.99"
11681,70317,543,280,1,"2.99"
13187,70319,543,423,2,"0.99"
15281,70322,543,870,1,"1.99"
15785,70323,543,382,1,"1.99"
10735,70301,544,885,1,"0.99"
11401,70302,544,391,1,"3.99"
11766,70317,544,657,2,"2.99"
12640,70318,544,374,1,"3.99"
14142,70321,544,323,2,"4.99"
14498,70321,544,865,1,"4.99"
14651,70321,544,879,2,"8.99"
14981,70322,544,274,1,"2.99"
15219,70322,544,729,2,"6.99"
15605,70323,544,692,2,"4.99"
10931,70302,545,720,1,"2.99"
11760,70317,545,136,1,"2.99"
12098,70317,545,117,1,"4.99"
12349,70318,545,912,1,"2.99"
12667,70318,545,21,2,"10.99"
12800,70318,545,57,2,"2.99"
13595,70320,545,147,1,"4.99"
15585,70323,545,262,2,"0.99"
15998,70323,545,272,1,"4.99"
10370,70301,546,949,2,"0.99"
11352,70302,546,606,1,"5.99"
11797,70317,546,253,1,"4.99"
12591,70318,546,158,2,"2.99"
13850,70320,546,665,1,"5.99"
14797,70321,546,251,1,"4.99"
14829,70322,546,788,2,"2.99"
14929,70322,546,913,1,"3.99"
15565,70323,546,15,1,"4.99"
10903,70302,547,592,1,"2.99"
10980,70302,547,31,2,"4.99"
11170,70302,547,294,2,"5.99"
11361,70302,547,249,2,"0.99"
12579,70318,547,663,2,"0.99"
12943,70319,547,857,1,"2.99"
13307,70319,547,484,2,"2.99"
14510,70321,547,408,1,"9.99"
14884,70322,547,648,2,"4.99"
10318,70301,548,196,1,"0.99"
12860,70319,548,170,1,"5.99"
13691,70320,548,147,2,"3.99"
13730,70320,548,294,1,"7.99"
14188,70321,548,981,1,"0.99"
14723,70321,548,604,2,"6.99"
10281,70301,549,233,2,"0.99"
11737,70317,549,897,1,"4.99"
11878,70317,549,57,1,"2.99"
12634,70318,549,232,1,"2.99"
12747,70318,549,888,1,"4.99"
14434,70321,549,452,2,"0.99"
11246,70302,550,782,2,"2.99"
11320,70302,550,738,1,"0.99"
11969,70317,550,145,2,"4.99"
12063,70317,550,252,2,"2.99"
12077,70317,550,785,1,"4.99"
13114,70319,550,946,2,"10.99"
14071,70320,550,541,2,"2.99"
14127,70321,550,989,1,"4.99"
14375,70321,550,551,1,"6.99"
14687,70321,550,69,1,"4.99"
15431,70322,550,715,2,"9.99"
15883,70323,550,613,1,"0.99"
15977,70323,550,231,1,"4.99"
11380,70302,551,233,2,"0.99"
11883,70317,551,49,2,"2.99"
12208,70318,551,444,1,"4.99"
12868,70319,551,882,1,"0.99"
13439,70319,551,773,2,"3.99"
14420,70321,551,547,2,"0.99"
14609,70321,551,268,2,"4.99"
14633,70321,551,462,2,"2.99"
14833,70322,551,428,1,"2.99"
15377,70322,551,746,2,"4.99"
15390,70322,551,101,2,"6.99"
11146,70302,552,545,2,"1.99"
11205,70302,552,941,2,"4.99"
11300,70302,552,665,2,"7.99"
12433,70318,552,385,2,"4.99"
12880,70319,552,743,2,"2.99"
13574,70320,552,520,1,"2.99"
13693,70320,552,206,2,"0.99"
14724,70321,552,778,1,"4.99"
15700,70323,552,645,1,"2.99"
11710,70317,553,133,1,"4.99"
13972,70320,553,367,2,"2.99"
15042,70322,553,831,1,"4.99"
15506,70323,553,416,2,"0.99"
10612,70301,554,65,2,"6.99"
10829,70301,554,37,1,"7.99"
11589,70317,554,763,1,"9.99"
11873,70317,554,875,2,"0.99"
12010,70317,554,239,2,"8.99"
12014,70317,554,387,1,"0.99"
13139,70319,554,455,1,"4.99"
14015,70320,554,690,2,"2.99"
14098,70320,554,1,2,"3.99"
14469,70321,554,427,1,"0.99"
14626,70321,554,232,1,"2.99"
15690,70323,554,456,2,"4.99"
10921,70302,555,395,2,"3.99"
11168,70302,555,103,1,"4.99"
11718,70317,555,804,1,"4.99"
11747,70317,555,232,2,"2.99"
12091,70317,555,467,1,"4.99"
12150,70317,555,828,2,"2.99"
12182,70317,555,67,2,"2.99"
12388,70318,555,875,1,"2.99"
12883,70319,555,215,1,"4.99"
15102,70322,555,503,1,"6.99"
10518,70301,556,971,1,"6.99"
11466,70302,556,738,1,"1.99"
11804,70317,556,232,2,"3.99"
12045,70317,556,103,2,"4.99"
14176,70321,556,966,2,"2.99"
15568,70323,556,220,1,"2.99"
11181,70302,557,687,2,"0.99"
12555,70318,557,970,1,"1.99"
12789,70318,557,526,2,"2.99"
13540,70320,557,829,1,"2.99"
13794,70320,557,464,2,"2.99"
15236,70322,557,896,2,"0.99"
15570,70323,557,873,2,"5.99"
15914,70323,557,163,2,"0.99"
10707,70301,558,258,2,"0.99"
11268,70302,558,722,1,"0.99"
11567,70316,558,123,1,"5.99"
12040,70317,558,285,1,"6.99"
12194,70318,558,66,1,"1.99"
13566,70320,558,961,1,"5.99"
14235,70321,558,25,1,"7.99"
14286,70321,558,518,2,"5.99"
10377,70301,559,524,2,"3.99"
10669,70301,559,460,1,"8.99"
10876,70301,559,467,1,"0.99"
11136,70302,559,291,1,"1.99"
13234,70319,559,218,1,"1.99"
13248,70319,559,628,1,"6.99"
13322,70319,559,464,2,"4.99"
13845,70320,559,870,1,"5.99"
14342,70321,559,603,1,"4.99"
14622,70321,559,593,2,"4.99"
15440,70322,559,487,2,"4.99"
15877,70323,559,501,2,"4.99"
10480,70301,560,120,1,"4.99"
10702,70301,560,615,2,"4.99"
10733,70301,560,867,1,"7.99"
